#id	length	evalue	coverge	probability	score
TE_00002188_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	51	7.8e-11	37.6	0.95	0.31
TE_00002188_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.4e-19	100.0	0.95	0.85
TE_00002255_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	95	5.9e-22	95.6	0.9	0.78
TE_00002255_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	64	7.6e-13	89.9	0.96	0.62
TE_00002285_INT#LTR/Copia|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	41	0.00065	40.3	0.9	0.17
TE_00002293_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	79	2.3e-26	56.9	0.97	0.66
TE_00002303_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	55	8.5e-18	39.2	0.96	0.45
TE_00002314_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	117	4.1e-35	100.0	1.0	0.98
TE_00002314_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	6.1e-21	100.0	0.99	0.92
TE_00002349_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	85	7.1e-08	61.5	0.85	0.23
TE_00002364_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	47	2.6e-14	34.6	0.97	0.36
TE_00002368_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	107	5.7e-41	81.5	0.99	1.03
TE_00002452_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	117	5.7e-32	100.0	1.0	0.89
TE_00002452_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	61	1.2e-06	64.9	0.94	0.3
TE_00002479_LTR#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	27	6.4e-06	36.8	0.87	0.35
TE_00002482_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	47	9.1e-15	34.6	0.97	0.37
TE_00002549_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	68	5e-12	48.5	0.97	0.31
TE_00002578_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	89	2.1e-10	56.2	0.88	0.27
TE_00002588_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	5.4e-35	100.0	0.98	0.98
TE_00002588_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	7.1e-27	100.0	1.0	1.18
TE_00002725_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	2.7e-36	100.0	0.95	1.01
TE_00002725_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	7.1e-30	100.0	1.0	1.31
TE_00002725_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	55	1e-06	69.7	0.88	0.3
TE_00002760_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	121	4.7e-37	100.0	0.99	1.03
TE_00002760_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.2e-26	100.0	1.0	1.16
TE_00002775_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	112	6.7e-17	100.0	0.94	0.48
TE_00002775_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	56	1.2e-15	74.3	0.97	0.69
TE_00002775_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	40	0.00076	48.7	0.86	0.18
TE_00002794_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	109	4.8e-22	87.9	0.95	0.78
TE_00002822_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	50	4.1e-10	37.6	0.96	0.29
TE_00002822_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1e-26	100.0	0.99	1.17
TE_00002894_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	95	3.5e-18	78.6	0.93	0.51
TE_00002952_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	47	7.1e-14	34.6	0.97	0.35
TE_00002980_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	48	7.3e-13	35.4	0.97	0.33
TE_00002981_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	36	0.00011	40.5	0.95	0.22
TE_00002981_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	117	2.9e-21	100.0	0.99	0.6
TE_00003014_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	47	2.5e-14	34.6	0.97	0.36
TE_00003014_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	63	1.1e-22	82.7	0.99	0.99
TE_00003033_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	130	2.9e-49	100.0	1.0	1.23
TE_00003067_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	115	3.7e-18	97.4	0.97	0.51
TE_00003168_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	47	7.5e-13	34.6	0.97	0.33
TE_00003184_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	95	1.2e-21	95.6	0.97	0.77
TE_00003184_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	58	1.9e-06	65.2	0.93	0.32
TE_00003189_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-GAG	90	9e-25	98.9	0.98	0.89
TE_00003189_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-PROT	74	8.8e-32	100.0	0.99	1.39
TE_00003254_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	41	2.6e-10	55.1	0.92	0.5
TE_00003365_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	81	1.2e-20	65.0	0.92	0.58
TE_00003365_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	73	1.4e-17	100.0	0.98	0.78
TE_00003457_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	48	6.4e-12	34.6	0.95	0.3
TE_00003457_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	76	8e-28	100.0	0.99	1.2
TE_00003505_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	117	3.4e-31	100.0	0.98	0.87
TE_00003505_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	69	1.4e-13	90.5	0.98	0.6
TE_00003505_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	70	1.7e-12	92.1	0.91	0.54
TE_00003525_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	57	4.8e-09	37.6	0.95	0.26
TE_00003525_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1.5e-25	100.0	1.0	1.12
TE_00003533_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	79	5.8e-14	66.7	0.98	0.4
TE_00003533_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	1e-25	100.0	0.99	1.13
TE_00003533_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	70	2.8e-12	96.1	0.91	0.53
TE_00003565_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	47	1.3e-13	34.6	0.97	0.35
TE_00003625_INT#LTR/unknown|Class_I/LTR/Ty1_copia/TAR:Ty1-PROT	32	0.00013	42.5	0.9	0.22
TE_00003631_INT#LTR/Copia|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	97	1.6e-12	69.2	0.87	0.32
TE_00003664_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	39	2e-08	41.1	0.96	0.31
TE_00003669_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	33	6.5e-07	43.2	0.93	0.31
TE_00003790_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	7.1e-23	100.0	0.99	1.01
TE_00003846_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	119	4.7e-21	82.9	0.79	0.59
TE_00003846_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.9e-28	100.0	1.0	1.24
TE_00003846_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	48	2.6e-05	59.2	0.88	0.24
TE_00003898_INT#LTR/Copia|Class_I/LTR/Ty1_copia/TAR:Ty1-GAG	90	1.5e-29	98.9	0.98	1.07
TE_00004003_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Alesia:Ty1-GAG	91	8.2e-39	98.9	0.98	1.38
TE_00004003_INT#LTR/Copia|Class_I/LTR/Ty1_copia/Alesia:Ty1-PROT	74	4e-37	100.0	0.99	1.62
TE_00004026_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	57	3.9e-10	55.4	0.89	0.45
TE_00004141_INT#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	109	1.4e-12	82.9	0.78	0.36
TE_00004175_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	28	1.9e-05	20.8	0.94	0.14
TE_00004189_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	118	7.8e-29	100.0	0.95	0.81
TE_00004189_INT#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	55	3.9e-09	52.7	0.9	0.41
cluster_101#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	52	2.4e-07	63.2	0.89	0.43
cluster_102#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	314	6.6e-145	100.0	0.99	1.52
cluster_102#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	153	2.1e-72	98.7	0.99	1.54
cluster_102#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	174	8.7e-99	100.0	0.99	1.85
cluster_102#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	76	7.2e-23	100.0	0.99	0.93
cluster_102#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	123	1.9e-39	100.0	0.98	1.05
cluster_103#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	123	2.6e-39	100.0	0.98	1.05
cluster_103#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	76	4.3e-26	100.0	0.99	1.06
cluster_103#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	174	6.2e-98	100.0	0.99	1.83
cluster_103#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	115	1.6e-44	92.6	0.99	1.19
cluster_103#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	314	4.3e-142	100.0	0.99	1.49
cluster_1034#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	1e-108	100.0	0.99	1.39
cluster_1034#LTR/Copia|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	123	7.2e-53	96.1	0.95	1.35
cluster_106#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	314	8.8e-144	100.0	0.99	1.51
cluster_106#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-aRH	121	5e-49	100.0	1.0	1.31
cluster_106#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	174	8.7e-99	100.0	0.99	1.85
cluster_106#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	76	2e-25	100.0	0.99	1.04
cluster_106#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	123	1.4e-39	100.0	0.98	1.05
cluster_1064#LTR/unknown|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	32	0.00052	42.3	0.91	0.19
cluster_107#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	117	2.3e-17	91.0	0.89	0.47
cluster_107#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	76	4.8e-27	100.0	0.99	1.1
cluster_107#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	174	5.7e-89	100.0	0.99	1.67
cluster_107#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	153	1.1e-74	98.7	0.99	1.59
cluster_107#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	315	4e-150	100.0	0.98	1.58
cluster_111#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-GAG	123	9.6e-39	99.2	0.97	1.03
cluster_111#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-PROT	76	4.2e-26	100.0	0.99	1.06
cluster_111#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RT	100	1.1e-42	51.7	0.97	0.8
cluster_111#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-RH	153	1.6e-71	98.7	0.99	1.52
cluster_111#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Tat/Retand:Ty3-INT	314	1e-143	100.0	0.99	1.51
cluster_127#LTR/Copia|Class_I/LTR/Ty1_copia/Alesia:Ty1-GAG	91	6.7e-38	98.9	0.98	1.35
cluster_127#LTR/Copia|Class_I/LTR/Ty1_copia/Alesia:Ty1-PROT	74	4.4e-35	100.0	0.99	1.53
cluster_127#LTR/Copia|Class_I/LTR/Ty1_copia/Alesia:Ty1-INT	200	4.1e-109	100.0	1.0	1.78
cluster_127#LTR/Copia|Class_I/LTR/Ty1_copia/Alesia:Ty1-RT	256	8.6e-149	100.0	1.0	1.9
cluster_127#LTR/Copia|Class_I/LTR/Ty1_copia/Alesia:Ty1-RH	127	1.7e-72	100.0	1.0	1.85
cluster_133#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	255	9.9e-106	100.0	0.98	1.35
cluster_133#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	1.1e-78	100.0	0.97	1.3
cluster_133#LTR/unknown|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	3.7e-18	98.6	0.96	0.86
cluster_133#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-CHD	74	9.7e-18	100.0	0.94	0.76
cluster_133#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	142	1.8e-61	97.2	0.99	1.38
cluster_133#LTR/unknown|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	117	2.7e-29	100.0	1.0	0.82
cluster_139#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-GAG	128	4.6e-45	99.2	0.99	1.15
cluster_139#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/non-chromovirus/OTA/Athila:Ty3-PROT	77	1e-27	100.0	0.99	1.13
cluster_146#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	93	1.7e-23	100.0	0.97	0.82
cluster_146#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-PROT	59	2.4e-21	85.3	0.99	1.02
cluster_146#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-INT	200	1.6e-92	100.0	1.0	1.5
cluster_146#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RT	255	5e-131	98.8	0.99	1.68
cluster_146#LTR/Copia|Class_I/LTR/Ty1_copia/SIRE:Ty1-RH	126	4.1e-62	100.0	1.0	1.6
cluster_158#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	77	3.6e-16	100.0	0.97	0.68
cluster_158#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	310	1.1e-136	100.0	0.99	1.46
cluster_158#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	145	1e-77	100.0	1.0	1.74
cluster_158#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RT	173	1.3e-89	100.0	0.99	1.69
cluster_158#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-PROT	75	1.7e-15	100.0	0.95	0.68
cluster_158#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	109	1e-21	85.2	0.95	0.55
cluster_163#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	2.4e-31	100.0	0.99	1.09
cluster_163#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	71	6.2e-28	100.0	1.0	1.27
cluster_163#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	192	1.5e-88	94.5	0.99	1.45
cluster_163#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	1.3e-126	100.0	1.0	1.61
cluster_163#LTR/Copia|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	4.5e-57	100.0	1.0	1.46
cluster_173#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-GAG	88	4.5e-22	64.1	0.94	0.56
cluster_173#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-RH	40	2.6e-05	24.1	0.87	0.12
cluster_173#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-INT	307	2.8e-147	100.0	0.99	1.57
cluster_173#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Tekay:Ty3-CHD	77	7.6e-18	100.0	0.98	0.75
cluster_187#LTR/Copia|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	119	1.4e-20	98.3	0.96	0.58
cluster_190#LTR/Copia|Class_I/LTR/Ty1_copia/Angela:Ty1-RH	129	1.3e-56	100.0	0.96	1.42
cluster_190#LTR/Copia|Class_I/LTR/Ty1_copia/Angela:Ty1-RT	257	2.1e-141	99.2	0.99	1.8
cluster_190#LTR/Copia|Class_I/LTR/Ty1_copia/Angela:Ty1-INT	167	1.2e-96	82.7	0.99	1.6
cluster_190#LTR/Copia|Class_I/LTR/Ty1_copia/Angela:Ty1-PROT	74	2.8e-35	100.0	1.0	1.54
cluster_193#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-CHDCR	53	1.3e-14	98.2	0.87	0.84
cluster_193#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-INT	307	9.5e-161	100.0	1.0	1.71
cluster_193#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RH	145	6.8e-74	100.0	1.0	1.66
cluster_193#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-RT	173	1.2e-105	100.0	1.0	1.99
cluster_193#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-PROT	75	8.2e-38	100.0	1.0	1.63
cluster_193#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/CRM:Ty3-GAG	130	3.2e-47	100.0	1.0	1.18
cluster_195#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-RH	129	6.5e-54	100.0	1.0	1.36
cluster_195#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-RT	258	4.3e-137	100.0	1.0	1.74
cluster_195#LTR/Copia|Class_I/LTR/Ty1_copia/Angela:Ty1-INT	100	1.2e-39	48.2	0.97	0.66
cluster_195#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-PROT	74	1.8e-31	100.0	0.99	1.38
cluster_195#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-GAG	90	1.8e-24	98.9	0.98	0.88
cluster_196#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-GAG	90	1.8e-24	98.9	0.98	0.88
cluster_196#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-PROT	74	1.8e-31	100.0	0.99	1.38
cluster_196#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-INT	196	5.4e-88	100.0	0.99	1.4
cluster_196#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-RT	258	1.4e-136	100.0	1.0	1.73
cluster_196#LTR/Copia|Class_I/LTR/Ty1_copia/Ikeros:Ty1-RH	129	1.3e-55	100.0	1.0	1.4
cluster_215#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	4.7e-33	98.9	0.99	1.19
cluster_215#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	4.3e-33	100.0	0.99	1.49
cluster_215#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	198	4.4e-99	100.0	1.0	1.64
cluster_215#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	260	4.2e-131	100.0	1.0	1.65
cluster_215#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	9.5e-63	100.0	1.0	1.61
cluster_217#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	2.3e-35	100.0	0.99	1.27
cluster_217#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	66	5.3e-25	91.7	1.0	1.13
cluster_217#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	198	1.1e-94	100.0	1.0	1.57
cluster_217#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	257	5.8e-122	100.0	0.99	1.54
cluster_217#LTR/Copia|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	7.1e-61	100.0	1.0	1.57
cluster_219#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-GAG	117	1.7e-24	100.0	0.97	0.69
cluster_219#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-PROT	74	2.3e-25	100.0	0.99	1.11
cluster_219#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RT	173	1.5e-93	100.0	1.0	1.76
cluster_219#LTR/Gypsy|Class_I/LTR/Ty3_gypsy/chromovirus/Reina:Ty3-RH	145	1.1e-63	100.0	1.0	1.43
