#id	length	evalue	coverge	probability	score
ATCOPIA27|Class_I/LTR/Ty1_copia/Bianca:Ty1-GAG	90	5.4e-46	100.0	1.0	1.65
ATCOPIA27|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	71	1.4e-32	95.8	0.96	1.48
ATCOPIA27|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	127	1.3e-53	56.7	0.95	0.86
ATCOPIA27|Class_I/LTR/Ty1_copia/Bianca:Ty1-RT	263	7.8e-153	100.0	1.0	1.91
ATCOPIA27|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	129	7.2e-66	88.0	0.97	1.61
ATCOPIA28|Class_I/LTR/Ty1_copia/Bianca:Ty1-GAG	99	1.6e-17	95.6	0.8	0.64
ATCOPIA28|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	71	1.6e-29	98.6	0.99	1.34
ATCOPIA28|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	66	5.1e-17	28.1	0.94	0.27
ATCOPIA28|Class_I/LTR/Ty1_copia/Bianca:Ty1-RT	190	6e-105	71.4	0.99	1.31
ATCOPIA28|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	55	4.7e-05	22.6	0.86	0.12
ATCOPIA29|Class_I/LTR/Ty1_copia/Bianca:Ty1-GAG	50	4.5e-11	47.8	0.93	0.41
ATCOPIA29|Class_I/LTR/Ty1_copia/Bianca:Ty1-PROT	55	7.1e-10	67.6	0.9	0.45
ATCOPIA29|Class_I/LTR/Ty1_copia/Bianca:Ty1-INT	75	5.3e-14	20.2	0.85	0.23
ATCOPIA3|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	82	1.4e-07	79.1	0.94	0.28
ATCOPIA3|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	9.9e-08	100.0	0.98	0.38
ATCOPIA3|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	191	1e-66	85.8	0.94	1.11
ATCOPIA3|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	7e-109	100.0	0.99	1.39
ATCOPIA3|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	2e-52	100.0	0.99	1.34
ATCOPIA30|Class_I/LTR/Ty1_copia/Bianca:Ty1-RT	258	1.8e-105	100.0	0.97	1.32
ATCOPIA30|Class_I/LTR/Ty1_copia/Bianca:Ty1-RH	64	2.5e-20	37.6	0.9	0.5
ATCOPIA31|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	4.9e-33	98.9	0.99	1.15
ATCOPIA31|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	71	3.5e-32	100.0	0.99	1.46
ATCOPIA31|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	202	1.6e-97	100.0	0.98	1.59
ATCOPIA31|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	5.8e-130	100.0	0.99	1.66
ATCOPIA31|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	4.3e-63	100.0	1.0	1.61
ATCOPIA31A|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	2.3e-38	100.0	0.99	1.33
ATCOPIA31A|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	71	1e-26	98.6	0.99	1.22
ATCOPIA31A|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	203	9.3e-72	100.0	0.97	1.17
ATCOPIA31A|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	8.7e-118	100.0	0.99	1.5
ATCOPIA31A|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	1.9e-49	100.0	1.0	1.26
ATCOPIA32|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	85	1e-14	90.0	0.97	0.53
ATCOPIA32|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	8e-16	100.0	0.98	0.72
ATCOPIA32|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	198	9.3e-51	99.5	0.99	0.84
ATCOPIA32|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	260	4e-58	100.0	0.99	0.73
ATCOPIA32|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	7.8e-42	100.0	1.0	1.08
ATCOPIA32B|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	89	2.2e-12	88.9	0.96	0.45
ATCOPIA32B|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	70	1.2e-13	93.1	0.98	0.62
ATCOPIA32B|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	198	5.1e-54	100.0	0.99	0.9
ATCOPIA32B|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	260	1.4e-58	100.0	0.99	0.74
ATCOPIA32B|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	2.3e-52	96.0	0.97	1.35
ATCOPIA33|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	89	3e-15	91.1	0.96	0.55
ATCOPIA33|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	4.2e-15	100.0	0.99	0.69
ATCOPIA33|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	196	2e-36	97.5	0.98	0.6
ATCOPIA33|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	262	2.6e-45	100.0	0.98	0.57
ATCOPIA33|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	9.4e-29	100.0	0.99	0.74
ATCOPIA34|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	1.1e-26	100.0	0.98	0.96
ATCOPIA34|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	71	8.1e-24	93.1	0.96	1.08
ATCOPIA34|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	197	1e-92	99.5	1.0	1.54
ATCOPIA34|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	138	1.2e-58	52.3	1.0	0.74
ATCOPIA34|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	123	2.2e-56	100.0	0.99	1.45
ATCOPIA35|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	127	1.3e-50	100.0	0.99	1.29
ATCOPIA35|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	1.7e-24	100.0	0.99	1.12
ATCOPIA35|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	201	4.6e-60	100.0	0.99	0.98
ATCOPIA35|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	257	3.6e-86	100.0	0.99	1.1
ATCOPIA35|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	8.5e-26	100.0	0.99	0.9
ATCOPIA36|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	1.4e-31	100.0	0.99	1.1
ATCOPIA36|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	66	7.1e-18	85.9	0.97	0.82
ATCOPIA36|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	169	6.8e-68	81.0	0.97	1.11
ATCOPIA36|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	178	6.9e-84	67.7	0.98	1.07
ATCOPIA36|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	124	3e-47	94.5	0.97	1.21
ATCOPIA37|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	68	6.5e-06	63.3	0.95	0.22
ATCOPIA37|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	2e-17	100.0	0.99	0.79
ATCOPIA37|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	198	1.3e-91	100.0	1.0	1.52
ATCOPIA37|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	222	2.4e-108	83.8	0.99	1.36
ATCOPIA37|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	110	6.3e-54	81.0	0.96	1.39
ATCOPIA38|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	90	3.4e-17	76.9	0.92	0.61
ATCOPIA38|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	3.3e-13	100.0	0.96	0.63
ATCOPIA38|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	1.9e-62	100.0	0.96	1.04
ATCOPIA38|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	262	2.1e-88	100.0	0.96	1.13
ATCOPIA38|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	126	3.4e-48	99.2	0.98	1.23
ATCOPIA38A|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	108	1.4e-24	95.6	0.93	0.87
ATCOPIA38A|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	1.2e-16	98.6	0.96	0.79
ATCOPIA38A|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	3.9e-75	100.0	0.96	1.25
ATCOPIA38A|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	259	2.5e-109	99.2	0.97	1.39
ATCOPIA38A|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	126	1.6e-57	100.0	1.0	1.47
ATCOPIA38B|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	108	1.3e-25	95.6	0.94	0.91
ATCOPIA38B|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	68	5.7e-21	100.0	0.98	0.99
ATCOPIA38B|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	194	6.3e-75	100.0	0.97	1.24
ATCOPIA38B|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	260	3.6e-110	100.0	0.97	1.4
ATCOPIA38B|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	88	2.9e-30	56.7	0.93	0.78
ATCOPIA39|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	71	2.1e-26	100.0	1.0	1.2
ATCOPIA39|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	8.8e-94	100.0	1.0	1.53
ATCOPIA39|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	3.7e-110	100.0	0.98	1.4
ATCOPIA39|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	99	7.6e-21	70.9	0.97	0.54
ATCOPIA4|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	93	1.6e-07	91.2	0.94	0.27
ATCOPIA4|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	70	5.7e-13	91.3	0.95	0.62
ATCOPIA4|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	5.8e-42	99.0	0.96	0.7
ATCOPIA4|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	134	8e-47	50.2	0.97	0.6
ATCOPIA4|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	129	5.6e-34	100.0	0.94	0.87
ATCOPIA40|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	7.7e-30	100.0	0.99	1.04
ATCOPIA40|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	57	1.3e-17	71.8	0.94	0.81
ATCOPIA40|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	195	4.4e-79	93.5	0.97	1.29
ATCOPIA40|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	256	2.2e-80	99.6	0.98	1.02
ATCOPIA40|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	128	1.7e-39	95.3	0.97	1.01
ATCOPIA41|Class_I/LTR/Ty1_copia/SIRE:Ty1-RT	216	2.3e-32	71.5	0.96	0.41
ATCOPIA41|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	89	2.4e-23	93.5	0.98	0.82
ATCOPIA41|Class_I/LTR/Ty1_copia/SIRE:Ty1-PROT	68	1.1e-19	100.0	0.99	0.94
ATCOPIA41|Class_I/LTR/Ty1_copia/SIRE:Ty1-RH	120	2.7e-25	91.3	0.96	0.65
ATCOPIA42|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	93	3.4e-26	98.9	0.98	0.91
ATCOPIA42|Class_I/LTR/Ty1_copia/SIRE:Ty1-RH	109	1.8e-39	86.5	0.98	1.02
ATCOPIA43|Class_I/LTR/Ty1_copia/SIRE:Ty1-GAG	93	1.3e-29	100.0	0.98	1.03
ATCOPIA43|Class_I/LTR/Ty1_copia/SIRE:Ty1-PROT	59	2.4e-19	83.8	0.98	0.93
ATCOPIA43|Class_I/LTR/Ty1_copia/SIRE:Ty1-INT	200	1.7e-59	99.5	0.99	0.97
ATCOPIA43|Class_I/LTR/Ty1_copia/SIRE:Ty1-RT	146	5.1e-74	56.2	0.99	0.95
ATCOPIA43|Class_I/LTR/Ty1_copia/SIRE:Ty1-RH	131	4.9e-62	100.0	0.94	1.6
ATCOPIA44|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	79	1.1e-16	80.0	0.95	0.6
ATCOPIA44|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	9.1e-08	98.6	0.98	0.36
ATCOPIA44|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	199	3.8e-41	99.0	0.97	0.68
ATCOPIA44|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	259	6.3e-110	98.5	0.99	1.38
ATCOPIA44|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	126	2.4e-57	99.2	0.99	1.48
ATCOPIA45|Class_I/LTR/Ty1_copia/Ivana:Ty1-GAG	93	2e-26	100.0	0.99	0.92
ATCOPIA45|Class_I/LTR/Ty1_copia/Ivana:Ty1-PROT	72	1.2e-16	100.0	0.98	0.76
ATCOPIA45|Class_I/LTR/Ty1_copia/Ivana:Ty1-INT	200	4.8e-54	100.0	1.0	0.88
ATCOPIA45|Class_I/LTR/Ty1_copia/Ivana:Ty1-RT	220	6.8e-82	80.9	0.97	1.04
ATCOPIA45|Class_I/LTR/Ty1_copia/Ivana:Ty1-RH	129	5.6e-38	99.2	0.96	0.97
ATCOPIA46|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	94	2e-19	95.6	0.97	0.69
ATCOPIA46|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	4.7e-24	100.0	0.99	1.14
ATCOPIA46|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	1.6e-78	100.0	0.97	1.3
ATCOPIA46|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	208	2.3e-89	80.5	0.98	1.14
ATCOPIA46|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	8.5e-51	100.0	0.99	1.3
ATCOPIA47|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	93	2.7e-19	95.6	0.97	0.69
ATCOPIA47|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	72	2.2e-22	100.0	0.99	1.06
ATCOPIA47|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	196	2.5e-78	100.0	0.96	1.3
ATCOPIA47|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	2.2e-111	100.0	0.99	1.42
ATCOPIA47|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	127	1.5e-49	100.0	0.98	1.27
ATCOPIA48|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	93	2.1e-19	95.6	0.97	0.69
ATCOPIA48|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	65	5e-13	79.7	0.94	0.62
ATCOPIA48|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	198	2e-70	99.5	0.96	1.17
ATCOPIA48|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	6.5e-97	100.0	0.99	1.23
ATCOPIA48|Class_I/LTR/Ty1_copia/Ale:Ty1-RH	123	1.4e-39	96.1	0.96	1.01
ATCOPIA49|Class_I/LTR/Ty1_copia/Tork:Ty1-GAG	90	4.5e-29	100.0	0.99	1.04
ATCOPIA49|Class_I/LTR/Ty1_copia/Tork:Ty1-PROT	72	4.8e-26	100.0	1.0	1.17
ATCOPIA49|Class_I/LTR/Ty1_copia/Tork:Ty1-INT	198	8.3e-93	100.0	1.0	1.54
ATCOPIA49|Class_I/LTR/Ty1_copia/Tork:Ty1-RT	174	2.9e-69	63.1	0.97	0.87
ATCOPIA49|Class_I/LTR/Ty1_copia/Tork:Ty1-RH	133	4e-40	100.0	0.88	1.03
ATCOPIA5|Class_I/LTR/Ty1_copia/Ale:Ty1-GAG	93	2.8e-05	92.3	0.89	0.19
ATCOPIA5|Class_I/LTR/Ty1_copia/Ale:Ty1-PROT	48	1.4e-09	55.1	0.95	0.46
ATCOPIA5|Class_I/LTR/Ty1_copia/Ale:Ty1-INT	195	1.9e-49	100.0	0.97	0.82
ATCOPIA5|Class_I/LTR/Ty1_copia/Ale:Ty1-RT	256	1.3e-78	100.0	0.99	1.0
