#TE	Order	Superfamily	Clade	Complete	Strand	Domains
cluster_756#DNA/DTM	TIR	MULE	unknown	unknown	+	TPase|MULE
cluster_761#DNA/DTC	TIR	CMC	unknown	unknown	+	TPase|CMC
cluster_763#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
cluster_772#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
cluster_783#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
cluster_786#DNA/DTM	TIR	MULE	unknown	unknown	-	TPase|MULE
cluster_793#DNA/DTT	TIR	Tc1_mariner	unknown	unknown	+	TPase|Tc1_mariner
cluster_794#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
cluster_796#DNA/DTM	TIR	MULE	unknown	unknown	+	TPase|MULE
cluster_807#DNA/DTA	TIR	hAT	unknown	unknown	-	TPase|hAT
cluster_809#DNA/DTA	TIR	hAT	unknown	unknown	+	TPase|hAT
cluster_816#DNA/DTC	TIR	MULE	unknown	unknown	-	TPase|MULE
cluster_912#DNA/DTC	TIR	CMC	unknown	unknown	-	TPase|CMC
cluster_933#DNA/DTH	TIR	Ginger	unknown	unknown	-	TPase|Ginger
cluster_937#DNA/DTC	TIR	PIF_Harbinger	unknown	unknown	-	TPase|PIF_Harbinger
cluster_943#DNA/DTH	TIR	Ginger	unknown	unknown	-	TPase|Ginger
TE_00000448#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00000803#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00001276#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00001538#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00001546#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00001643#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00001658#DNA/DTM	TIR	MULE	unknown	none	?	none
TE_00001712#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00001801#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00001873#DNA/DTM	TIR	MULE	unknown	none	?	none
TE_00001938#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00002099#DNA/DTM	TIR	MULE	unknown	none	?	none
TE_00002108#DNA/DTC	TIR	CMC	unknown	none	?	none
TE_00002196#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00002675#DNA/DTM	TIR	MULE	unknown	none	?	none
TE_00002685#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00002704#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00002876#DNA/DTM	TIR	MULE	unknown	none	?	none
TE_00002883#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00002982#DNA/DTM	TIR	MULE	unknown	none	?	none
TE_00002985#DNA/DTH	TIR	Ginger	unknown	none	?	none
TE_00002990#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00003051#DNA/DTM	TIR	MULE	unknown	none	?	none
TE_00003099#DNA/DTM	TIR	MULE	unknown	none	?	none
TE_00003104#DNA/DTM	TIR	MULE	unknown	none	?	none
TE_00003125#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00003135#DNA/DTM	TIR	MULE	unknown	none	?	none
TE_00003492#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00003596#DNA/DTT	TIR	Tc1_mariner	unknown	none	?	none
TE_00004081#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00004115#DNA/DTA	TIR	hAT	unknown	none	?	none
TE_00004202#DNA/DTC	TIR	MULE	unknown	none	?	none
cluster_1083#DNA/DTM	TIR	MULE	unknown	none	?	none
cluster_1219#DNA/DTM	TIR	MULE	unknown	none	?	none
cluster_1236#DNA/DTM	TIR	MULE	unknown	none	?	none
cluster_1269#DNA/DTA	TIR	hAT	unknown	none	?	none
cluster_1265#DNA/DTM	TIR	MULE	unknown	none	?	none
cluster_1268#DNA/DTM	TIR	MULE	unknown	none	?	none
cluster_1321#DNA/DTA	TIR	hAT	unknown	none	?	none
cluster_1341#DNA/DTM	TIR	MULE	unknown	none	?	none
cluster_1334#DNA/DTA	TIR	hAT	unknown	none	?	none
cluster_1344#DNA/DTM	TIR	MULE	unknown	none	?	none
cluster_1351#DNA/DTA	TIR	hAT	unknown	none	?	none
cluster_1358#DNA/DTA	TIR	hAT	unknown	none	?	none
cluster_989#DNA/DTM	TIR	MULE	unknown	none	?	none
